recommendation,use,authors,title,year_publication,journal,country,study_design,aim,relation_to_research,typ_ds,type_of_dms,ICD,medical_condition,patient_preferences_incorp,assesment,assess_patient_preferences,description_patient_pref,type,type spec,tools_techniques_frameworks,involv,patient_involvement,,stakeholders_involved,a,design_reatement_options,evaluate_balance_quantify,findings_related_ebq,ua,user_acceptance_tested,outcomes,limitations,implications_future,benefits,
1,1,Simes RJ,Application of statistical decision theory to treatment choices: implications for the design and analysis of clinical trials,1986, Statistics in Medicine,Australia,Research Article,Aim of the studyTo explore the application of statistical decision theory to treatment choice sin cancer,The article compares two methods of utility assessment for decision analysis which both incorporated patient preferences  ,1,decision analysis,2,ovarian cancer,"Yes, about utility of health situations ",specific,1-For for symptom-free survival: 'standard gamble' and certainty equivalence method 2- quality of life in various states of health: time trade-off method,"With utility analysis, where utilities represented the patient's preferences for different health outcomes",d,d,Decision tree,s,scoring,2,"Yes, preferences of medical doctors were also elicited",,1-treatment with an alkylating agent 2- treatment with combination of alkylating agent  and chemotherapy  3-no specific anti-cancer therapy,threshold utility analysis,"As well as decision analysis, in this paper author conducted a threshold utility analysis and found that two methods results were in line with each other.",0,No,The results showed the process of utility assessment can be greatly simplified by using  threshold utility analysis,small numbers of selected individuals,larger studies should be conducted,decision theory enables key factors in the decision to be identified. In this way research  efforts aimed at improving the clinical decision can be focused on those areas,
1,1,"Douzdjian V, Ferrara D, Silvestri G",Treatment Strategies for Insulin-Dependent Diabetics With ESRD: A Cost-Effectiveness Decision Analysis Model,1998,American Journal of Kidney Diseases,USA,Research article,to conduct a clinical decision analysis focused on patients with type I diabetes and end-stage renal disease (ESRD,They incorporated patient preferences in the the decision analysis,1,decision analysis model,16,end-stage renal disease (ESRD),yes,i,Direct Interviews ,They first asked patients if they would accept the surgery option if the risk of death from the operation or from complications was 5%. This risk was increased until the patient was indifferent between surgery and dialysis. Then they used the accepted risk in a formula to calculate utility. At the end they calculated expected cost per quality-adjusted year.,d,d,They used cost per quality-adjusted year as the measure of outcome (decision tree),w,weighting,3,"Patients, healthcare providers and institutions",,dialysis kidney-alone transplant from a cadaver (KA-CAD)  kidney-alone transplant from a living donor (KA-LD) simultaneous pancreas kidney (SPK) transplant,Standard Reference Gamble method,After quantifying patient preferences they noticed there is huge heterogeneity between answers ,0,No,"SPK transplantation remained the optimal strategy after varying survival probabilities, costs, and utilities over plausible ranges by means of one-way sensitivity analysis",-reported cost figures usually represent charges rather than true costs - patients who had already experienced the outcome states studied -varying degrees of severity in diabetic complications -Standard Reference Gamble method assumes that a patient's attitudes towards outcomes and length of life remain constant,"-Conducting prospective studies - Longitudinal studies tracking patients over an extended period  -prioritize patient-centered outcomes research -Utilizing advanced analytical methods, such as simulation modeling or machine learning, to analyze complex decision scenarios", -,
1,1,"Montgomery AA, Harding J and Fahey T",Shared decision making in hypertension: the impact of patient preferences on treatment choice,2001,Family Practice,UK,Research Article,to investigate the impact of patient preferences on treatment recommendations for hypertension using individual decision analysis,It uses patient preferences to investigate if it differs the treatment suggestion which could be given from existing guidelines,1,decision analysis,11,hypertension,face to face interviews,q,"The health states (outcomes) from the decision tree were described in bullet-point format on laminated cards, and the patient was asked to rank them in order of preference",standard gamble method,d,d,Ranking utility of possible outcomes (decision tree),sur,scoring,1,patient,,treatment' and 'no treatment',Standard Reference Gamble method,By incorporating patient preferences in decision analyses suggested treatment has changed for nearly half of the patients,0,No,Individual patient preferences have a substantial impact on the proportion of patients for whom drug treatment would be recommended.,"1-Over one-third of patients invited were either unwilling or unable to participate, and of those who attended 19% were unable to complete the utility assessment interview. (This response rate indicates that this type of decision aid may not be suitable for all patient groups_) 2- a balance must be achieved between a full decision tree containing all possible outcomes and keeping manageable the number of health states that the patient must assess 3-it is not possible to exclude interviewer bias as interviews are done by 2 researchers 4- study constraints allowed only collection of repeat prescription data as a measure of medication adherence","To test if using a utility assessment software which requiring minimal input from researchers, removes bias effects of researchers.", -,
1,1,"Knight SJ, Nathan DP, Siston AK, Kattan MW, Elstein AS, Collela KM, Wolf MS, Slimack NS, Bennett CL, Golub RM",Pilot study of a utilities-based treatment decision intervention for prostate cancer patients,2002,Clinical Practice Guidelines,USA,Research Article,to evaluate a shared decision-making approach to in the context of localized prostate cancer care.,Their model uses patient preferences as one of major components,1,decision analytic model,2,prostate cancer,"Yes, about utilities of for various possible prostate cancer-related  health states, including impotence, incontinence, watchful waiting, combined incontinence and impotence",specific,standard gamble technique in interview,"First Patients were asked to imagine various health states and make choices between different treatment options based on their preferences. Then these utilities along with possible complications (e.g., incontinence, impotence) were used to calculate QALEs",s,mar,Markov model,w,weighting,2,"Yes, urologist",,"surgery,  radiation therapy  watchful waiting",quality-adjusted life expectancies (QALEs),1-The researchers find Inconsistent  utilities: the development of combined sexual and bladder  dysfunction had a better utility than the development of either dysfunction alone! 2- the results of model was inconsistent with the doctor's  recommendations for half of patients,"1,-1","Yes,( from perspective of doctor) negative",They understood Future refinements of both the utility assessment  exercise and decision analytic model may be needed before the feasibility of the model in the clinical setting can be determined,1-the decision analytic model did not consider several widely used treatments for simplicity reasons. 2-the probabilities for the progression of disease and the probabilities for complication rates associated with treatments were based on a literature review published in 1993 (very old),1-Future research is needed to evaluate a decision analytic model that incorporates these recent data 2-Further research is needed to understand best utilities assessment method (using prompts versus using a nondirective approach), -,
1,1,"I Pell, J Dowie, A Clarke, A Kennedy, V Bhavnani",Development and preliminary evaluation of a clinical guidance programme for the decision about prophylactic oophorectomy in women undergoing a hysterectomy,2002,Qual Saf Health Care ,UK,Original article,to develop and evaluate a decision analysis based and computerised clinical guidance programme (CGP) that provides patient specific help on prophylactic oophorectomy to reduce risk of ovarian cancer,patient preferences are integrated into Markov models to provide personalized results ,2,Computerised clinical guidance programme,2,Ovarian cancer ,"risk tolerance, health state evaluations using standard ""time trade off"" method → ""women asked to say how many years of normal health she would be prepared to give up in oder to be free of a particular combination of factors affecting her health suuch as reduced mobility and moderate pain""",s,"direct elicitation, population surveys ",preferences (risk factors & health state valuations) incorporated in Markov models that evaluated the benefits of undergoing prophylactic oophorectomy ,s,mar,Markov models integrated into Decision analytical framework   ,,"preferences elicitation, preliminary testing & piloting ",2,"Gynecologists, patients ",,prophylactic oophorectomy,/,/,1,preliminary testing and preliminary piloting,Development of a model (CGP) that employs decision analytic techniques to model the consequences of undertaking prophylactic oophorectomy or not during a total abdominal hysterectomy ,"CGP reported does not incorporate costs -'the Model (CGP) is unusual in giving a very explicit guidance statement and this appeared to be problematic, especially for women who received advice that was discrepant with their previously held intentions""", -unterstand better the optimal timing for decision aids such as the CGP so that they can be used to their fullest potential as a readily available third option  -development of a more user friendly interface,Advantage of the data structure used in the CGP is that it can easily be updated to reflect new research findings → programme is dynamic rather than static,
1,1,"Thomson R, Robinson A, Greenaway J, Lowe P; DARTS Team",Development and description of a decision analysis based decision support tool for stroke prevention in atrial fibrillation,2002,Quality & Safety in Health Care,UK,Research Article,"To develop a computerized decision support tool, building upon a previous decision analysis, which would engage individual patient preferences in reaching a shared decision on whether to take warfarin to prevent stroke",This research explains how they developed a computerized decision support tool and explains how they incorporated patient preferences,2,prototype Decision aid,11,atrial fibrillation,"How they see burden of each of these: mild stroke, severe stroke, stomach bleed, and treatment with warfarin",sg,Standard gamble exercises,By asking patients series of four hypothetical questions and using an iterative procedure to reach the point of indifference. ,s,e,"Several methods were piloted including bar charts, pie charts, ""smiley faces"", and non-representational proportionate figure",w,weighting,3,"Yes, medical experts interviewed in different stages of development",,treat or do not treat with Warfarin,Markov decision analysis,Markov decision analysis done for finding optimal treatment choice with considering Risk factors for each patient and their preferences with,1,yes,"it showed that it is feasible to take elderly patients  through a computerized decision support tool, but it requires  time and expertise to use.", -,"1-To do an efficacy study to assess whether the tool can work in ideal circumstances 2-Look into if tensions exist between individually informed treatment decisions and, public health or health service goals 3- to explore why the decisions patients actually make will not necessarily concur with the ""optimal"" decision yielded by the model",decision conflict appeared to be reduced between both patients and GP,
1,1,Sommers et al.,Decision Analysis Using Individual Patient Preferences to Determine Optimal Treatment for Localized Prostate Cancer,2007,merican Cancer Society,USA,research article,aimed to determine the optimal treatment for localized prostate cancer based on individual patient preferences,"demonstrates a balanced and quantified method of incorporating patient preferences into the decision-making process, providing personalized treatment recommendations based on both clinical features and individual preferences",1,model,2,prostate cancer,"Gleason score, PSA, self-reported health, and the presence of ED, urinary incontinence, and/or bowel discomfort, anxiety under watchful waiting and variations in disease progression, side effects, discount rate, surgical mortality, and short-term treatment disutility in sensitivity analyses","s,i",surveys and interviews,"The study presented a decision model for localized prostate cancer that incorporated the range of preferences among a sample of men recently diagnosed with the disease. The algorithm used a survey to gather information on patient preferences and incorporated them into the decision-making process. The model focused on individualized patient preferences rather than using a hypothetical ""average patient"" concept. The objective was to determine the clinical scenarios for which variations in patient preferences lead to different optimal treatments and those for which the patient&apos;s clinical features alone are sufficient to dictate the optimal treatment. The study found that the optimal treatment often depends on individual patient preferences, not merely the clinical scenario. Tradeoffs between quantity and quality of life, as well as among different side effects, often determine which treatment would be optimal for a specific patient.",s,mar,markov model,q,"the patient was involved in the decision-making process through a survey that was conducted to determine their preferences. The survey included questions on the patient&apos;s age, prostate-specific antigen (PSA), and tumor grade, as well as their preferences for different treatment options and the importance they placed on various treatment outcomes. The responses from the survey were then used to develop a decision model that took into account the individual patient&apos;s preferences when determining the optimal treatment. The model also considered the patient&apos;s clinical features, such as age, PSA, and tumor grade, to ensure that the treatment recommendation was appropriate for their specific situation.",2,"clinicians, including urologists and radiation oncologists, as well as patients",,"The decision model presented in the study compared four treatments for localized prostate cancer: radical prostatectomy (RP), external beam radiation (EB), brachytherapy (BT), and watchful waiting (WW). The study analyzed the potential appropriateness of each treatment option for a particular clinical scenario based on individual patient preferences.",survey of 156 men with prostate cancer to elicit their preferences in quality-adjusted life years (QALYs) for different health states related to disease and side effects; lity function to quantify the impact of different health states and side effects on quality-adjusted life years," patient preferences were critical in determining treatment for low-risk cancers (Gleason score ≤6, PSA ≤10 ng/mL) and for patients aged 75 years and older;  30% of the patients in the sample had a different optimal treatment than the average patient when using average preferences; ",0,no,"optimal treatment for localized prostate cancer often depends on individual patient preferences;  findings indicated that using average preferences led to suboptimal therapy for 30% of the patients in the sample, resulting in a significant loss of quality-adjusted life expectancy; emphasized that tradeoffs between quantity and quality of life, as well as among different side effects; treatment decisions for patients with localized prostate cancer should be crafted in response to individual preferences","limited set of clinical scenarios, specifically age, prostate-specific antigen (PSA), and tumor grade; does not consider combination therapies; does not include obstructive/irritative urinary symptoms after radiation; study sample consists of men recently diagnosed with localized prostate cancer; does not explicitly address user acceptance testing or outcomes related to the acceptance","validating the findings of the study in diverse patient populations and clinical settings; explore the incorporation of additional clinical factors, such as comorbidities, disease progression, and treatment history; include user acceptance testing and implementation studies; evaluate the long-term outcomes of treatment decisions; comparative effectiveness analyses to compare the outcomes of treatment decisions based on individual patient preferences with those based on traditional decision-making approaches; explore the integration of patient decision aids or support tools that facilitate the incorporation of individual patient preferences into the treatment decision-making process","allow for personalized treatment decisions based on individual patient preferences; facilitate the decision-making process for patients facing difficult treatment choices;  allow for the consideration of tradeoffs between quantity and quality of life, as well as among different side effects, in determining the optimal treatment for a specific patient; emphasizes the potential benefits of using an impartial, evidence-based decision model ",
1,1,"Matthew R. Baldwin, Peter B. Bach ",A Prognostic Model for 6-Month Mortality in Elderly Survivors of Critical Illness,2013,CHEST,USA,Original research,"to derive and validate a prediction model for 6-month mortality among elderly ICU survivors, hypothesizing that including markers of frailty and disability & preferences regarding resuscitation would be important in predicting the 6 month mortality ",patient preferences regarding resuscitation were incorporated in a model ,1,Prognostic Model ,24,elderly ICU survivors ,preferences regarding resuscitation were incorporated in the model ,-,not mentioned,DNR preferences were incorporated as part of a variable in the model to predict 6 month mortality ,s,s,"statistical analysis, prediction model was generated using logistic regression",-,not mentioned,2,healthcare providers & patients,,the outcomes of the model can be used to guide post discharge care decisions ,Independent percent contribution of predictor variables from the logistic regression model used to predict 6 month mortality in elderly,DNR preference accounted for the greatest amount of predictive power (27.9%),0,/,A model was developed that predicts the likelihood of 6-month mortality in elderly ICU survivors ," -model was derived and externally validated at two tertiary-care medical centers in New York City where utilization of acute care in the last 6 months of life is greater than at other major medical centers in the US  -principal diagnoses were retrospectively ascertained from International Classification of Diseases, clinical modification codes assigned by medical coders and these may not be as accurate as prospectively ascertained principal diagnoses ",model still needs to be validated in community hospitals and in other geographic regions where case mix and patients care may differ," -model derived from consecutively admitted elderly ICU patients, regardless of admission diagnosis, making the model potentially more generalizable to elderly ICU patients ",,
1,1,"Athale A, Giguere A, Barbara A, Krassova S, Iorio A",Developing a two-sided intervention to facilitate shared decision-making in haemophilia: decision boxes for clinicians and patient decision aids for patients,2014,Haemophilia,Canada,Research article,to create decision tools to inform and facilitate decision-making about treatment options in grey areas of haemophilia management,It describes steps to develop a desicition aid for Haemophilia ,3,"two tools were developed:  a decision  box for physicians, and a patient decision aid",3,Haemophilia,"yes, For 9 different topics",e,electronic Delphi questionnaire,Topics: 1- Beginning prophylaxis treatment in a previously untreated patient: timing and regimen 2- Beginning immunotolerance induction treatment in an inhibitor patient: timing and regimen 3- Choice of concentrate when starting treatment in a previously untreated patient,-,, -,r,Ranking important topics so they would know which topics whey should include in the aid,2,"yes, medical doctors",, -, -, -,1,"Yes , Positive","the results of this study showed that creating decision tools in a rare disease field such as haemophilia is feasible ,and positively received in clinical practice.",There were only limited data in this field to be used in the decision aid usability testing was limited in sample size,"1-To conducting a cluster, randomized trial to assess practical value and impact on clinical practice 2-to develop interactive online versions of the decision tools, where end-users will be able to personalize the content of the decision tools","the tools were unique in that  they are two-sided, and are meant to be used by both  the physician and patient",,
1,1,"Buffy Lloyd, Adela Grando",iDECIDE: A mobile Application for Insulin Dosing Using an Evidence Based Equation to Account for Patient Preferences,2015,Stud Health Technol Inform.,USA,Author manuscript ,"to develop iDECIDE which is an app that calculates insulin doses with incorporation of patient preferences ( exercise & alcohol intake), which is not done in standard insulin dosage calculations",patient preferences are incorporated in insulin dosages calculations,1,Insulin dosage calculations,5,Diabetes management (Insulin Dosage),"Intensity & duration of physical exercise, alcohol load & related carbohydrates from alcoholic beverages ",q,the users input these values in the app themselves ,the user inputs daily alcohol consumption & exercise the app themselves. iDECIDE calculates insulin dosage considering the patient's exercise plan & alcohol intake  → offers personalised treatment  ,d,e,Equation to calculate Insulin dosage ,tool,patients input daily alcohol consumption & exercise the app themselves ,2,Health care workers,,"different insulin dosage based on glycemic level, exercise & alcohol consumption",/,/,1,"feedback on iDECIDE from domain experiences in clinical decision support systems and usability, as well as fellow biomedical informatics graduate students","iDECIDE was developed, which is a mobile app prototype that personalises insulin dosage","iDECIDE does not communicate with continuous glucose monitors via wireless because gluucose reader manufacturer do not share the application programming interfaces that could facilitate such interactions  → manual input for glucose reading, alcohol.... is needed ",Further refinement of the system to account for differences in insulin pharmacokinetics  adopt user-centred design for iDECIDE ,individual needs and preferences from patients are being taken into consideration → empowers patients to manage diabetes ,,
1,1,Kuspinar et al.,Developing a Valuation Function for the Preference-Based Multiple Sclerosis Index: Comparison of Standard Gamble and Rating Scale,2016,Cognitive Science,Canada,Research Article,"contribute evidence towards the similarities and differences in the SG and the RS to reflect patient preferences, and to develop a multi-attribute utility function (MAUF) (i.e., scoring algorithm) for the PBMSI","develop a multi-attribute utility function (MAUF) (i.e., scoring algorithm) for the PBMSI",1,scoring algorithm,8,MS,"some of the specific items included in the Preference-Based Multiple Sclerosis Index (PBMSI) classification system, which reflect patient preferences",specific,SG and RS methods were utilized in the study to capture and quantify patient preferences for specific health states defined by the PBMSI classification system,MAUF integrates patient preferences obtained through the SG and RS methods into a comprehensive scoring algorithm that quantifies the value individuals with MS place on different health states,m,u,Preference weights; Multi-Attribute Utility Function ; ,w,directly involved in expressing their preferences for different health states using the Standard Gamble (SG) and Rating Scale (RS) methods and Weighting,2,Patients and Clinicians,, -,preference weighting,"By incorporating patient-derived weights, the researchers ensured that the MAUF accurately represented the preferences of individuals with MS in assessing health outcomes.",0, -,"By comparing these two approaches, the research sought to evaluate how patients valued different aspects of their health and well-being within the context of multiple sclerosis;  developing a scoring algorithm, known as the Multi-Attribute Utility Function (MAUF), for the Preference-Based Multiple Sclerosis Index;  development sample provided data to generate preference weights for the valuation of health states and develop the MAUF", -, -," approach allowed for a more nuanced understanding of how patients valued and prioritized various symptoms and functional limitations within the PBMSI;  RS method may offer practical advantages in eliciting patient preferences and capturing their perspectives on health-related quality of life;By incorporating patient preferences into the valuation function, the study aimed to provide a more patient-centered approach to assessing health outcomes and guiding clinical decision-making in MS; rsonalized approach to measuring health-related quality of life may enhance the relevance and applicability of the PBMSI in clinical practice and research",,
1,1,Eckman et al.,Developing an Atrial Fibrillation Guideline Support Tool (AFGuST) for Shared Decision Making,2016,Current medical research and opinion,USA,Research Article,evelopment of an Atrial Fibrillation Guideline Support  Tool  (AFGuST) to assist the process of integrating patients' preferences into this decision,Development of a tool to assist incorporating patient preferences into decisions ,2,guideline support tool,11,Atrial fibrillation,individual risk of stroke and major bleeding; and their risk of intracerebral hemorrhage ,specific,personalized utility assessment; standard gamble technique, utilized a Markov decision analytic model to integrate patient-specific risk for stroke and hemorrhage and individual patient values for relevant outcomes,s,mar,Markov decision analytic model,tool,Personalized Utility Assessment,2,patients and clinicians,,presented two treatment options to patients in a personalized pamphlet that included a decision analytic model, -, -,1,yes,develop a patient-tailored decision-support tool;incorporate individual patient's stroke and bleeding risks and their values for major bleeding events and stroke to facilitate a shared decision-making process; evaluate the impact of the AFGuST on the decision-making process and various measures of decision quality through a cluster-randomized clinical trial;," current risk prediction models do not incorporate all potentially significant risk factors; using warfarin as a conservative proxy for all oral anticoagulant therapy instead of novel oral anticoagulant agents;need to develop, refine, test, and use tools such as the tool in clinical settings; pilot testing and planned cluster-randomized clinical trial are not yet completed","ompletion of the planned cluster-randomized clinical trial to evaluate the impact of the tool; integrating decision support tools like the AFGuST into comprehensive health information systems; conceptual model of patient-centered decision-making, as exemplified by the AFGuST, can be extended to other patient populations; ensure their effectiveness and operationalization for shared decision-making by ongoing development, testing and refinement","employed a patient-centered approach, involving an iterative design process that included clinicians and patient focus groups; allowing for a personalized assessment of patient values and preferences;  pilot testing of the AFGuST to evaluate its usability and understandability; ",,
1,1,"Montazerhodjat V, Chaudhuri SE, Sargent DJ, Lo AW",Use of Bayesian Decision Analysis to Minimize Harm in Patient-Centered Randomized Clinical Trials in Oncology,2017,JAMA Oncology ,USA,research article,"incorporate patient values and preferences into clinical trials in an objective, systematic, transparent, and repeatable manner using Bayesian decision analysis",se of Bayesian decision analysis (BDA) in patient-centered randomized clinical trials (RCTs) in oncology aims to systematically and objectively incorporate patient values and preferences into the trial design ,1,model,2, cancer therapeutics and patient-centered randomized clinical trials (RCTs) in oncology,general,-, -,"The proposed framework uses Bayesian decision analysis (BDA) to make the tradeoff between type 1 and type 2 errors, balancing the consequences of false-positive and false-negative errors on patients. The BDA model calculates the optimal values of alpha and power for randomized clinical trials (RCTs) that minimize the expected harm to patients, given the parameters relevant to any specific disease. Patient preferences are incorporated into the model by assigning weights to the outcomes of interest based on their relative importance to patients. This allows for a more patient-centered approach to clinical trial design.",m,bay,Bayesian decision analysis,-,"The study proposes a framework for incorporating patient preferences and the burden of disease into the design of clinical trials using Bayesian decision analysis. This framework involves defining criteria, weighting them based on patient preferences, and using decision analysis to determine the optimal sample size and allocation of patients to treatment arms. However, the study does not provide specific details on how patients were involved in the decision-making process.",3,"patients, caregivers, physicians, biopharma executives, regulators, and policymakers, to formulate explicit cost estimates for type 1 and type 2 errors.",, -, -, -,0, -,"The main outcomes of the study involve measuring the potential harm to patients under both null and alternative hypotheses using NCI and Alliance data, and then computing BDA-optimal type 1 error rates and sample sizes for oncology RCTs. The study computed BDA-optimal parameters for the 23 most common cancer sites using NCI data, and for the 10 Alliance clinical trials. The study concludes that Bayesian decision analysis is a systematic, objective, transparent, and repeatable process for deciding the outcomes of RCTs that explicitly incorporates burden of disease and patient preferences.", limited by the assumptions underlying the specific models used in the BDA framework; limited generalizability to other contexts or populations; practical application of the BDA method in real-world clinical settings may present challenges; not fully address the perspectives and input of all relevant stakeholders; limited in its consideration of adaptive trial designs, -,Minimizing harm to patients by incorporating their preferences and the burden of disease into the design of clinical trials; Balancing the risks and benefits of a treatment to ensure that both types of harm are accounted for when deciding whether a drug should be approved; Providing a quantitative framework where the risks of a treatment are balanced against its benefits; Allowing for the systematic weighing of multifaceted tradeoffs that reflect a variety of perspectives;  Flexibility and practicality of the Bayesian decision analysis framework,,
1,1,"Henshall C, Marzano L, Smith K, Attenburrow MJ, Puntis S, Zlodre J, Kelly K, Broome MR, Shaw S, Barrera A, Molodynski A, Reid A, Geddes JR, Cipriani A","A web-based clinical decision tool to support treatment decision-making in psychiatry: a pilot focus group study with clinicians, patients and carers",2017,BMC Psychiatry,UK,Research article,to assess the feasibility and acceptability of a web-based computerized clinical decision support tool (CDST) developed for use in psychiatry,Although the main aim of study is testing the acceptability not to describe development of it thet briefly talked about how does it works and it uses patient preferences,3,web-based computerised clinical decision support tool,6,psychiatric care,Yes about relevance of the possible side effects,skala,Questionnaire Slide bar from zero to 100,"CDST balances stratified recommendations from network meta-analysis with the preferences and values of patients, carers, and clinicians",s,net,network meta-analysis,s,scoring,2,"Yes , psychiatrists",,routine psychology drugs, -,the CDST balanced stratified recommendations from network meta-analysis (the best methodological design for comparative effectiveness) in combination with the preferences,1,Yes positive,"Researchers conclude that CDST can improve communication pathways between patients, carers and clinicians",patients varied substantially in how much they wish to contribute to the decision-making process ***the authors wrote this as a limitation but personally I think it is more like a finding***,To test simplified versions of decision aids and choose the most simple and efficient one  To conduct pilot randomized controlled trial to test the CDST,patients and carers placed value in the CDST's ability to facilitate discussion about the side-effect profiles of drugs,,
1,1,"Mor Peleg, Yuval Shahar, Silvana Quaglini, Adi Fux, Gema García-Sáez, Ayelet Goldstein, M. Elena Hernando, Denis Klimov, Iñaki Martínez-Sarriegui, Carlo Napolitano, Enea Parimbelli, Mercedes Rigla, Lucia Sacchi, Erez Shalom, Pnina Soffer",MobiGuide: a personalized and patient-centric decision-support system and its evaluation in the atrial fibrillation and gestational diabetes domains,2017,User Modeling and User-Adapted Interaction,Israel,Research Article,"To develop and evaluate the MobiGuide system, a patient-centered decision-support system (DSS) for atrial fibrillation (AF) and gestational diabetes mellitus (GDM)",The app has been discussed in the paper incorporates patient preferences,2,Decision aid,11,atrial fibrillation - gestational diabetes mellitus - (but also can be further developed for other areas),"Yes, Preferences about medication, monitoring schedules, meal times, and self-monitoring",q,questionnaire,Not explained explicitly. Authors just told Preferences were incorporated into clinical guidelines using decision trees to increase patients utility,d,d,decision trees,s,scoring,2,"Yes, clinicians",,"For AF: 1- Warfarin 2- Dabigatran and other options regarding scheduling, Medication Management and lifestyle management GDM: insulin therapy, diet and blood glucose monitoring frequencies ", -, -,1,"Yes, Positive","High patient satisfaction, increased sense of safety, sustainable usage by patients and clinicians","Small sample size, limited to two clinical domains",Further research is needed to test the system in other clinical domains and with larger patient populations,Improved patient engagement and personalized care,,
1,1,"Juan Fdez-Olivares, Eva Onaindia, Luis Castillo, Jaume Jordán, Juan Cózar ",Personalized conciliation of clinical guidelines for comorbid patients through multi-agent planning,2018,"Elsevier, Artificial Intelligence In Medicine",Spain,Article ,to propose a MAP (Multi-agent planning) framework for automated conciliation of clinical guidelines with patient-centred preferences ,through the MAP architecture patient preferences are incorporated and accommodated along with clinical practice guidelines (CIGs) for patients with comorbid conditions,3,shared decision making using Multi-agent planning  (MAP) framework ,8,MAP approach is tested on case study for Diabetes Mellitus and Arterial Hypertension," -qualitative preferences: personal factors, desires and preferences that determine the patient habits and lifestyle  eg. oral vs injectable medication.... -quantitative preferences: measurable terms that are used to determine the patient perception over a treatment  → priority of a patient for a plan or treatment ","i,q", -qualitative preferences: elicited by the physician through an ordinary conversation -quantitative preferences: elicited through a simple and comprehensive questionnaire that enables patients to respond quesions about a given treatment , -qualitative preferences used to guide selection of decision procedures within each clinical practice guidelines (CIGs)  -quantitative preferences were used in a Multi-Criteria Decision Making (MCDM) process to select the most adequate treatment plan,m,mcda,MAP (Multi-Agent Planning is used to incorporate patient preferences into the treatment planning process → MAP is an artificial intelligence framework ,"q,i",talk to physicians & fill out questionnaire,2,patients & physicians ,,/,quantitative prefences given by patients in qualitative scale were automatically converted to a numeric rating scale  -> each preferences maped to a qualitative score ,/,0,experimental validation to analyse the entire life of the architecture,Model was developed for personalized conciliation of clinical guidelines for comorbid patients incorporating patient preferences , -need to adapt to deviations like the evolving patient conditions or the high dynamism and unpredictability of the clinical environment  -lacks features for plan execution and computer-physician interaction during the planning process -requires significant knowledge engineering efforts ,exploit the MAP step-wise process to give support to shared decision making → the architecture should be regarded as a core technology to provide support to both clinicians and patients when making decisons before enactment of the conciliated plan,provides a structured approach to handling comorbidities and patient preferences  -advantages of MAP architecture  →Flexibility: more flexible interaction solving process →Distributed knowledge representation →Potentially scalable : the encapsulation of knowledge in each agent leads to a loosely-coupled architecture that opens the way to a scalable management of new diseases,,
1,1,Lindhiem et al.,Development and Preliminary Feasibility Testing of a Decision  Support Tool for Childhood Anxiety Treatment,2018,Cogn Behav Pract,USA,research article,develop and test the feasibility of a decision support tool for childhood anxiety treatment,outlines the development and feasibility testing of a decision support tool that integrates patient preferences,3,DSS,6,childhood anxiety,general,"i,q",interview,"The tool uses a decision support system (DSS) to integrate patient values and preferences into the PTB method, allowing for a systematic way to arrive at a personalized treatment recommendation. The DSS enables child and parent preferences to be explicitly stated and facilitates discussions about how best to incorporate their preferences into an evidence-based treatment strategy. The models described in the paper were created using the GeNIe Modeler, available free of charge for academic research and teaching use from BayesFusion, LLC.",m,e,PTB method,tool,"The tool integrates data on baseline symptom severity, the relative effectiveness of two or more treatment options, and patient preferences and values to arrive at a personalized treatment recommendation.",2,patients and parants and healthcare providers,,"Probability of Treatment Benefit (PTB) method has been proposed as a decision support tool for therapists to assist patients in choosing between two or more efficacious treatment options. Additionally, the Decision Support System (DSS) displays the recommended treatment based on the preferences of parents and children.", -, -,1,"Yes, with preliminary test on usability and satisfaction. positive results","patients who were given a treatment choice or received a preferred treatment reported higher satisfaction, were less likely to drop out of treatment, and had better clinical outcomes compared to patients who received a less preferred treatment",small number of pilot participants; ack of follow-up throughout treatmen,"focus on testing the use of the decision support tool in larger samples of treatment-seeking families and in community settings to determine its effectiveness in reducing treatment drop-out and enhancing clinical outcomes. Additionally, there is a need to transport this approach to real-world settings to reduce the science to practice gap in mental health treatment.","usability and utility of the decision support tool to guide treatment selection for childhood anxiety, the ability to balance the best medical knowledge available with patient values, and the potential for improved quality of treatment and shared decision making between patients and providers.",,
